style	size	char	x	y	width	height	advance	bearing_x	bearing_y	baseline	ink	ascent	descent
B	31	2C	139	787	8	12	9	0	-5	28	1	36	9
B	31	2D	151	787	11	5	11	0	-11	28	1	36	9
B	31	2E	166	787	7	7	9	1	-6	28	1	36	9
B	31	2F	177	787	14	33	12	-1	-26	28	1	36	9
B	31	30	195	787	17	25	17	0	-24	28	1	36	9
B	31	31	216	787	16	25	17	1	-24	28	1	36	9
B	31	32	236	787	17	25	17	0	-24	28	1	36	9
B	31	33	257	787	18	25	17	-1	-24	28	1	36	9
B	31	34	279	787	19	25	17	-1	-24	28	1	36	9
B	31	35	302	787	18	25	17	-1	-24	28	1	36	9
B	31	36	324	787	17	25	17	0	-24	28	1	36	9
B	31	37	345	787	17	25	17	0	-24	28	1	36	9
B	31	38	366	787	17	25	17	0	-24	28	1	36	9
B	31	39	387	787	17	25	17	0	-24	28	1	36	9
B	31	3A	408	787	7	19	9	1	-18	28	1	36	9
B	31	3B	419	787	8	25	9	0	-18	28	1	36	9
B	31	3C	431	787	18	16	17	0	-20	28	1	36	9
B	31	3D	453	787	18	13	17	0	-18	28	1	36	9
B	31	3E	475	787	18	16	17	0	-20	28	1	36	9
B	31	3F	497	787	15	26	15	0	-25	28	1	36	9
B	31	40	516	787	29	29	29	0	-23	28	1	36	9
B	31	41	549	787	21	25	19	-1	-24	28	1	36	9
B	31	42	574	787	18	25	20	2	-24	28	1	36	9
B	31	43	596	787	20	25	20	0	-24	28	1	36	9
B	31	44	620	787	19	25	21	2	-24	28	1	36	9
B	31	45	643	787	16	25	18	2	-24	28	1	36	9
B	31	46	663	787	16	25	17	2	-24	28	1	36	9
B	31	47	683	787	21	25	21	0	-24	28	1	36	9
B	31	48	708	787	19	25	23	2	-24	28	1	36	9
B	31	49	731	787	5	25	9	2	-24	28	1	36	9
B	31	4A	740	787	15	25	17	0	-24	28	1	36	9
B	31	4B	759	787	19	25	20	2	-24	28	1	36	9
B	31	4C	782	787	15	25	17	2	-24	28	1	36	9
B	31	4D	801	787	22	25	25	2	-24	28	1	36	9
B	31	4E	827	787	19	25	22	2	-24	28	1	36	9
B	31	4F	850	787	23	25	23	0	-24	28	1	36	9
B	31	50	877	787	18	25	20	2	-24	28	1	36	9
B	31	51	899	787	23	31	23	0	-24	28	1	36	9
B	31	52	926	787	18	25	20	2	-24	28	1	36	9
B	31	53	948	787	19	25	18	0	-24	28	1	36	9
B	31	54	971	787	20	25	19	-1	-24	28	1	36	9
B	31	55	995	787	19	25	22	2	-24	28	1	36	9
B	31	56	1018	787	20	25	18	-1	-24	28	1	36	9
B	31	57	1042	787	29	25	27	-1	-24	28	1	36	9
B	31	58	1075	787	20	25	18	-1	-24	28	1	36	9
B	31	59	1099	787	19	25	16	-1	-24	28	1	36	9
B	31	5A	1122	787	19	25	19	0	-24	28	1	36	9
B	31	5B	1145	787	9	32	10	2	-26	28	1	36	9
B	31	5C	1158	787	14	33	12	-1	-26	28	1	36	9
B	31	5D	1176	787	9	32	10	0	-26	28	1	36	9
B	31	5E	1189	787	16	16	17	1	-24	28	1	36	9
B	31	5F	1209	787	19	4	17	-1	1	28	1	36	9
B	31	60	1232	787	10	10	19	3	-28	28	1	36	9
B	31	61	1246	787	16	19	17	0	-18	28	1	36	9
B	31	62	1266	787	18	27	19	1	-26	28	1	36	9
B	31	63	1288	787	16	19	16	0	-18	28	1	36	9
B	31	64	1308	787	18	27	19	0	-26	28	1	36	9
B	31	65	1330	787	17	19	17	0	-18	28	1	36	9
B	31	66	1351	787	12	28	10	0	-27	28	1	36	9
B	31	67	1367	787	19	26	17	0	-18	28	1	36	9
B	31	68	1390	787	17	27	19	1	-26	28	1	36	9
B	31	69	1411	787	7	26	9	1	-25	28	1	36	9
B	31	6A	1422	787	11	33	9	-3	-25	28	1	36	9
B	31	6B	1437	787	17	27	17	1	-26	28	1	36	9
B	31	6C	1458	787	8	28	9	1	-27	28	1	36	9
B	31	6D	1470	787	27	19	29	1	-18	28	1	36	9
B	31	6E	1501	787	17	19	19	1	-18	28	1	36	9
B	31	6F	1522	787	19	19	19	0	-18	28	1	36	9
B	31	70	1545	787	18	26	19	1	-18	28	1	36	9
B	31	71	1567	787	18	26	19	0	-18	28	1	36	9
B	31	72	1589	787	13	19	12	1	-18	28	1	36	9
B	31	73	1606	787	15	19	15	0	-18	28	1	36	9
B	31	74	1625	787	14	24	12	-1	-23	28	1	36	9
B	31	75	1643	787	16	19	19	1	-18	28	1	36	9
B	31	76	1663	787	18	19	16	-1	-18	28	1	36	9
B	31	77	1685	787	26	19	25	-1	-18	28	1	36	9
B	31	78	1715	787	17	19	15	-1	-18	28	1	36	9
B	31	79	1736	787	18	26	16	-1	-18	28	1	36	9
B	31	7A	1758	787	15	19	15	0	-18	28	1	36	9
B	31	7B	1777	787	11	32	10	0	-26	28	1	36	9
B	31	7C	1792	787	5	37	8	2	-27	28	1	36	9
B	31	7D	1801	787	11	32	10	0	-26	28	1	36	9
B	31	7E	1816	787	17	8	17	0	-15	28	1	36	9
B	31	2039	1837	787	9	15	9	0	-16	28	1	36	9
B	31	203A	1850	787	9	15	9	0	-16	28	1	36	9
B	31	4E00	1863	787	31	5	31	0	-14	28	1	36	9
B	31	4E09	1898	787	29	26	31	1	-24	28	1	36	9
B	31	4E66	1931	787	31	33	31	0	-28	28	1	36	9
B	31	4E8C	1966	787	31	24	31	0	-23	28	1	36	9
B	31	4E94	2001	787	31	27	31	0	-24	28	1	36	9
B	31	4ECA	4	828	31	33	31	0	-28	28	1	36	9
B	31	516D	39	828	31	32	31	0	-28	28	1	36	9
B	31	5171	74	828	31	32	31	0	-27	28	1	36	9
B	31	5206	109	828	31	32	31	0	-27	28	1	36	9
B	31	524D	144	828	31	33	31	0	-28	28	1	36	9
B	31	5468	179	828	29	31	31	0	-26	28	1	36	9
B	31	56DB	212	828	29	29	31	1	-25	28	1	36	9
B	31	56F4	245	828	29	31	31	1	-26	28	1	36	9
B	31	5747	278	828	30	33	31	0	-28	28	1	36	9
B	31	591A	312	828	30	33	31	1	-28	28	1	36	9
B	31	5929	346	828	31	30	31	0	-25	28	1	36	9
B	31	5C0F	381	828	32	32	31	0	-27	28	1	36	9
B	31	5E74	417	828	31	33	31	0	-28	28	1	36	9
B	31	5F53	452	828	27	33	31	2	-28	28	1	36	9
B	31	5F55	483	828	30	31	31	1	-26	28	1	36	9
B	31	603B	517	828	31	32	31	0	-28	28	1	36	9
B	31	60C5	552	828	32	33	31	-1	-28	28	1	36	9
B	31	6309	588	828	32	33	31	-1	-28	28	1	36	9
B	31	6570	624	828	32	33	31	0	-28	28	1	36	9
B	31	65E0	660	828	31	30	31	0	-25	28	1	36	9
B	31	65E5	695	828	23	29	31	4	-25	28	1	36	9
B	31	65F6	722	828	30	31	31	1	-27	28	1	36	9
B	31	660E	756	828	29	31	31	1	-26	28	1	36	9
B	31	661F	789	828	31	30	31	0	-26	28	1	36	9
B	31	6682	824	828	31	33	31	0	-28	28	1	36	9
B	31	6700	859	828	31	30	31	0	-26	28	1	36	9
B	31	6708	894	828	28	31	31	-1	-26	28	1	36	9
B	31	671F	926	828	30	32	31	0	-27	28	1	36	9
B	31	672C	960	828	31	33	31	0	-28	28	1	36	9
B	31	6EE1	995	828	31	33	31	0	-28	28	1	36	9
B	31	7684	1030	828	29	33	31	1	-28	28	1	36	9
B	31	79D2	1063	828	32	33	31	-1	-28	28	1	36	9
B	31	7B2C	1099	828	31	33	31	0	-28	28	1	36	9
B	31	7C4D	1134	828	32	33	31	-1	-28	28	1	36	9
B	31	7EC6	1170	828	30	32	31	0	-28	28	1	36	9
B	31	8303	1204	828	31	33	31	0	-28	28	1	36	9
B	31	8BB0	1239	828	31	31	31	0	-27	28	1	36	9
B	31	8BE6	1274	828	31	33	31	0	-28	28	1	36	9
B	31	8BFB	1309	828	31	33	31	0	-28	28	1	36	9
B	31	8FD1	1344	828	31	32	31	0	-28	28	1	36	9
B	31	949F	1379	828	31	33	31	0	-28	28	1	36	9
B	31	957F	1414	828	31	32	31	0	-28	28	1	36	9
B	31	9605	1449	828	29	32	31	1	-27	28	1	36	9
B	31	9875	1482	828	30	31	31	0	-26	28	1	36	9
B	31	FF0C	1516	828	9	13	31	3	-8	28	1	36	9
R	32	20	1529	828	1	1	7	0	0	29	0	38	10
R	32	21	1534	828	5	25	10	3	-25	29	1	38	10
R	32	22	1543	828	11	10	15	2	-25	29	1	38	10
R	32	23	1558	828	16	24	18	1	-24	29	1	38	10
R	32	24	1578	828	15	31	18	1	-27	29	1	38	10
R	32	25	1597	828	28	24	29	1	-24	29	1	38	10
R	32	26	1629	828	21	24	22	1	-24	29	1	38	10
R	32	27	1654	828	4	10	9	2	-25	29	1	38	10
R	32	28	1662	828	8	33	11	2	-26	29	1	38	10
R	32	29	1674	828	7	33	11	1	-26	29	1	38	10
R	32	2A	1685	828	11	11	15	2	-26	29	1	38	10
R	32	2B	1700	828	16	17	18	1	-20	29	1	38	10
R	32	2C	1720	828	7	11	9	1	-5	29	1	38	10
R	32	2D	1731	828	9	3	11	1	-10	29	1	38	10
R	32	2E	1744	828	5	5	9	2	-5	29	1	38	10
R	32	2F	1753	828	13	32	13	0	-26	29	1	38	10
R	32	30	1770	828	16	24	18	1	-24	29	1	38	10
R	32	31	1790	828	14	24	18	2	-24	29	1	38	10
R	32	32	1808	828	16	24	18	1	-24	29	1	38	10
R	32	33	1828	828	16	24	18	0	-24	29	1	38	10
R	32	34	1848	828	17	24	18	0	-24	29	1	38	10
R	32	35	1869	828	17	24	18	0	-24	29	1	38	10
R	32	36	1890	828	16	24	18	1	-24	29	1	38	10
R	32	37	1910	828	16	24	18	1	-24	29	1	38	10
R	32	38	1930	828	16	24	18	1	-24	29	1	38	10
R	32	39	1950	828	15	24	18	1	-24	29	1	38	10
R	32	3A	1969	828	5	18	9	2	-18	29	1	38	10
R	32	3B	1978	828	7	23	9	1	-17	29	1	38	10
R	32	3C	1989	828	16	15	18	1	-19	29	1	38	10
R	32	3D	2009	828	16	11	18	1	-17	29	1	38	10
R	32	3E	4	865	16	15	18	1	-19	29	1	38	10
R	32	3F	24	865	13	25	15	1	-25	29	1	38	10
R	32	40	41	865	28	29	30	1	-23	29	1	38	10
R	32	41	73	865	20	24	19	0	-24	29	1	38	10
R	32	42	97	865	17	24	21	3	-24	29	1	38	10
R	32	43	118	865	19	24	20	1	-24	29	1	38	10
R	32	44	141	865	18	24	22	3	-24	29	1	38	10
R	32	45	163	865	15	24	19	3	-24	29	1	38	10
R	32	46	182	865	14	24	18	3	-24	29	1	38	10
R	32	47	200	865	19	24	22	1	-24	29	1	38	10
R	32	48	223	865	18	24	23	3	-24	29	1	38	10
R	32	49	245	865	4	24	9	3	-24	29	1	38	10
R	32	4A	253	865	14	24	17	1	-24	29	1	38	10
R	32	4B	271	865	18	24	21	3	-24	29	1	38	10
R	32	4C	293	865	14	24	17	3	-24	29	1	38	10
R	32	4D	311	865	20	24	26	3	-24	29	1	38	10
R	32	4E	335	865	17	24	23	3	-24	29	1	38	10
R	32	4F	356	865	21	24	24	1	-24	29	1	38	10
R	32	50	381	865	16	24	20	3	-24	29	1	38	10
R	32	51	401	865	22	30	24	1	-24	29	1	38	10
R	32	52	427	865	17	24	20	3	-24	29	1	38	10
R	32	53	448	865	17	24	19	1	-24	29	1	38	10
R	32	54	469	865	19	24	19	0	-24	29	1	38	10
R	32	55	492	865	17	24	23	3	-24	29	1	38	10
R	32	56	513	865	19	24	18	0	-24	29	1	38	10
R	32	57	536	865	28	24	28	0	-24	29	1	38	10
R	32	58	568	865	18	24	18	0	-24	29	1	38	10
R	32	59	590	865	17	24	17	0	-24	29	1	38	10
R	32	5A	611	865	17	24	19	1	-24	29	1	38	10
R	32	5B	632	865	7	31	11	3	-25	29	1	38	10
R	32	5C	643	865	13	32	13	0	-26	29	1	38	10
R	32	5D	660	865	7	31	11	1	-25	29	1	38	10
R	32	5E	671	865	14	14	18	2	-24	29	1	38	10
R	32	5F	689	865	18	2	18	0	3	29	1	38	10
R	32	60	711	865	8	8	19	4	-28	29	1	38	10
R	32	61	723	865	15	17	18	1	-17	29	1	38	10
R	32	62	742	865	17	25	20	2	-25	29	1	38	10
R	32	63	763	865	15	17	16	1	-17	29	1	38	10
R	32	64	782	865	16	25	20	1	-25	29	1	38	10
R	32	65	802	865	16	17	18	1	-17	29	1	38	10
R	32	66	822	865	11	26	10	1	-26	29	1	38	10
R	32	67	837	865	17	24	18	1	-17	29	1	38	10
R	32	68	858	865	15	25	19	2	-25	29	1	38	10
R	32	69	877	865	5	25	9	2	-25	29	1	38	10
R	32	6A	886	865	9	32	9	-2	-25	29	1	38	10
R	32	6B	899	865	16	26	18	2	-26	29	1	38	10
R	32	6C	919	865	6	26	9	2	-26	29	1	38	10
R	32	6D	929	865	25	17	30	2	-17	29	1	38	10
R	32	6E	958	865	15	17	20	2	-17	29	1	38	10
R	32	6F	977	865	17	17	19	1	-17	29	1	38	10
R	32	70	998	865	17	24	20	2	-17	29	1	38	10
R	32	71	1019	865	16	24	20	1	-17	29	1	38	10
R	32	72	1039	865	11	17	12	2	-17	29	1	38	10
R	32	73	1054	865	13	17	15	1	-17	29	1	38	10
R	32	74	1071	865	12	22	12	0	-22	29	1	38	10
R	32	75	1087	865	15	17	19	2	-17	29	1	38	10
R	32	76	1106	865	17	17	17	0	-17	29	1	38	10
R	32	77	1127	865	25	17	26	0	-17	29	1	38	10
R	32	78	1156	865	16	17	16	0	-17	29	1	38	10
R	32	79	1176	865	17	24	17	0	-17	29	1	38	10
R	32	7A	1197	865	14	17	15	1	-17	29	1	38	10
R	32	7B	1215	865	9	31	11	1	-25	29	1	38	10
R	32	7C	1228	865	3	36	9	3	-27	29	1	38	10
R	32	7D	1235	865	9	31	11	1	-25	29	1	38	10
R	32	7E	1248	865	16	6	18	1	-15	29	1	38	10
R	32	2039	1268	865	7	14	10	1	-16	29	1	38	10
R	32	203A	1279	865	8	14	10	1	-16	29	1	38	10
R	32	4E00	1291	865	30	3	32	1	-14	29	1	38	10
R	32	4E09	1325	865	28	25	32	2	-24	29	1	38	10
R	32	4E66	1357	865	30	32	32	1	-28	29	1	38	10
R	32	4E8C	1391	865	30	23	32	1	-23	29	1	38	10
R	32	4E94	1425	865	30	26	32	1	-24	29	1	38	10
R	32	4ECA	1459	865	30	32	32	1	-28	29	1	38	10
R	32	516D	1493	865	30	30	32	1	-27	29	1	38	10
R	32	5171	1527	865	30	31	32	1	-27	29	1	38	10
R	32	5206	1561	865	30	31	32	1	-27	29	1	38	10
R	32	524D	1595	865	30	32	32	1	-28	29	1	38	10
R	32	5468	1629	865	28	30	32	1	-26	29	1	38	10
R	32	56DB	1661	865	28	27	32	2	-25	29	1	38	10
R	32	56F4	1693	865	28	29	32	2	-26	29	1	38	10
R	32	5747	1725	865	29	32	32	1	-28	29	1	38	10
R	32	591A	1758	865	29	32	32	2	-28	29	1	38	10
R	32	5929	1791	865	30	29	32	1	-25	29	1	38	10
R	32	5C0F	1825	865	31	31	32	1	-27	29	1	38	10
R	32	5E74	1860	865	30	32	32	1	-28	29	1	38	10
R	32	5F53	1894	865	26	32	32	3	-28	29	1	38	10
R	32	5F55	1924	865	29	30	32	2	-26	29	1	38	10
R	32	603B	1957	865	30	31	32	1	-28	29	1	38	10
R	32	60C5	1991	865	31	32	32	0	-28	29	1	38	10
R	32	6309	4	905	31	32	32	0	-28	29	1	38	10
R	32	6570	39	905	31	32	32	1	-28	29	1	38	10
R	32	65E0	74	905	30	29	32	1	-25	29	1	38	10
R	32	65E5	108	905	22	28	32	5	-25	29	1	38	10
R	32	65F6	134	905	29	30	32	2	-27	29	1	38	10
R	32	660E	167	905	28	30	32	2	-26	29	1	38	10
R	32	661F	199	905	29	29	32	1	-26	29	1	38	10
R	32	6682	232	905	30	32	32	1	-28	29	1	38	10
R	32	6700	266	905	30	29	32	1	-26	29	1	38	10
R	32	6708	300	905	27	30	32	0	-26	29	1	38	10
R	32	671F	331	905	29	31	32	1	-27	29	1	38	10
R	32	672C	364	905	30	32	32	1	-28	29	1	38	10
R	32	6EE1	398	905	30	32	32	1	-28	29	1	38	10
R	32	7684	432	905	28	32	32	2	-28	29	1	38	10
R	32	79D2	464	905	30	32	32	1	-28	29	1	38	10
R	32	7B2C	498	905	30	32	32	1	-28	29	1	38	10
R	32	7C4D	532	905	30	32	32	1	-28	29	1	38	10
R	32	7EC6	566	905	29	31	32	1	-28	29	1	38	10
R	32	8303	599	905	30	31	32	1	-28	29	1	38	10
R	32	8BB0	633	905	30	30	32	1	-27	29	1	38	10
R	32	8BE6	667	905	30	32	32	1	-28	29	1	38	10
R	32	8BFB	701	905	30	32	32	1	-28	29	1	38	10
R	32	8FD1	735	905	30	31	32	1	-28	29	1	38	10
R	32	949F	769	905	29	32	32	1	-28	29	1	38	10
R	32	957F	802	905	30	31	32	1	-28	29	1	38	10
R	32	9605	836	905	28	31	32	2	-27	29	1	38	10
R	32	9875	868	905	29	30	32	1	-26	29	1	38	10
R	32	FF0C	901	905	7	12	32	4	-7	29	1	38	10
B	32	20	912	905	1	1	7	0	0	29	0	38	10
B	32	21	917	905	7	27	10	2	-26	29	1	38	10
B	32	22	928	905	13	12	15	1	-26	29	1	38	10
B	32	23	945	905	18	26	18	0	-25	29	1	38	10
B	32	24	967	905	17	33	18	0	-28	29	1	38	10
B	32	25	988	905	30	26	29	0	-25	29	1	38	10
B	32	26	1022	905	23	26	22	0	-25	29	1	38	10
B	32	27	1049	905	6	12	9	1	-26	29	1	38	10
B	32	28	1059	905	10	35	11	1	-27	29	1	38	10
B	32	29	1073	905	9	35	11	0	-27	29	1	38	10
B	32	2A	1086	905	13	13	15	1	-27	29	1	38	10
B	32	2B	1103	905	18	19	18	0	-21	29	1	38	10
B	32	2C	1125	905	9	13	9	0	-6	29	1	38	10
B	32	2D	1138	905	11	5	11	0	-11	29	1	38	10
B	32	2E	1153	905	7	7	9	1	-6	29	1	38	10
B	32	2F	1164	905	14	34	13	-1	-27	29	1	38	10
B	32	30	1182	905	18	26	18	0	-25	29	1	38	10
B	32	31	1204	905	16	26	18	1	-25	29	1	38	10
B	32	32	1224	905	18	26	18	0	-25	29	1	38	10
B	32	33	1246	905	18	26	18	-1	-25	29	1	38	10
B	32	34	1268	905	19	26	18	-1	-25	29	1	38	10
B	32	35	1291	905	19	26	18	-1	-25	29	1	38	10
B	32	36	1314	905	18	26	18	0	-25	29	1	38	10
B	32	37	1336	905	18	26	18	0	-25	29	1	38	10
B	32	38	1358	905	18	26	18	0	-25	29	1	38	10
B	32	39	1380	905	17	26	18	0	-25	29	1	38	10
B	32	3A	1401	905	7	20	9	1	-19	29	1	38	10
B	32	3B	1412	905	9	25	9	0	-18	29	1	38	10
B	32	3C	1425	905	18	17	18	0	-20	29	1	38	10
B	32	3D	1447	905	18	13	18	0	-18	29	1	38	10
B	32	3E	1469	905	18	17	18	0	-20	29	1	38	10
B	32	3F	1491	905	15	27	15	0	-26	29	1	38	10
B	32	40	1510	905	30	31	30	0	-24	29	1	38	10
B	32	41	1544	905	22	26	19	-1	-25	29	1	38	10
B	32	42	1570	905	19	26	21	2	-25	29	1	38	10
B	32	43	1593	905	21	26	20	0	-25	29	1	38	10
B	32	44	1618	905	20	26	22	2	-25	29	1	38	10
B	32	45	1642	905	17	26	19	2	-25	29	1	38	10
B	32	46	1663	905	16	26	18	2	-25	29	1	38	10
B	32	47	1683	905	21	26	22	0	-25	29	1	38	10
B	32	48	1708	905	20	26	23	2	-25	29	1	38	10
B	32	49	1732	905	6	26	9	2	-25	29	1	38	10
B	32	4A	1742	905	16	26	17	0	-25	29	1	38	10
B	32	4B	1762	905	20	26	21	2	-25	29	1	38	10
B	32	4C	1786	905	16	26	17	2	-25	29	1	38	10
B	32	4D	1806	905	22	26	26	2	-25	29	1	38	10
B	32	4E	1832	905	19	26	23	2	-25	29	1	38	10
B	32	4F	1855	905	23	26	24	0	-25	29	1	38	10
B	32	50	1882	905	18	26	20	2	-25	29	1	38	10
B	32	51	1904	905	24	32	24	0	-25	29	1	38	10
B	32	52	1932	905	19	26	20	2	-25	29	1	38	10
B	32	53	1955	905	19	26	19	0	-25	29	1	38	10
B	32	54	1978	905	21	26	19	-1	-25	29	1	38	10
B	32	55	2003	905	19	26	23	2	-25	29	1	38	10
B	32	56	4	944	21	26	18	-1	-25	29	1	38	10
B	32	57	29	944	30	26	28	-1	-25	29	1	38	10
B	32	58	63	944	20	26	18	-1	-25	29	1	38	10
B	32	59	87	944	20	26	17	-2	-25	29	1	38	10
B	32	5A	111	944	19	26	19	0	-25	29	1	38	10
B	32	5B	134	944	9	33	11	2	-26	29	1	38	10
B	32	5C	147	944	15	34	13	-1	-27	29	1	38	10
B	32	5D	166	944	9	33	11	0	-26	29	1	38	10
B	32	5E	179	944	16	16	18	1	-25	29	1	38	10
B	32	5F	199	944	20	4	18	-1	2	29	1	38	10
B	32	60	223	944	10	10	19	3	-29	29	1	38	10
B	32	61	237	944	17	19	18	0	-18	29	1	38	10
B	32	62	258	944	19	27	20	1	-26	29	1	38	10
B	32	63	281	944	17	19	16	0	-18	29	1	38	10
B	32	64	302	944	18	27	20	0	-26	29	1	38	10
B	32	65	324	944	18	19	18	0	-18	29	1	38	10
B	32	66	346	944	13	28	10	0	-27	29	1	38	10
B	32	67	363	944	19	26	18	0	-18	29	1	38	10
B	32	68	386	944	17	27	19	1	-26	29	1	38	10
B	32	69	407	944	7	27	9	1	-26	29	1	38	10
B	32	6A	418	944	11	34	9	-3	-26	29	1	38	10
B	32	6B	433	944	18	28	18	1	-27	29	1	38	10
B	32	6C	455	944	8	28	9	1	-27	29	1	38	10
B	32	6D	467	944	27	19	30	1	-18	29	1	38	10
B	32	6E	498	944	17	19	20	1	-18	29	1	38	10
B	32	6F	519	944	19	19	19	0	-18	29	1	38	10
B	32	70	542	944	19	26	20	1	-18	29	1	38	10
B	32	71	565	944	18	26	20	0	-18	29	1	38	10
B	32	72	587	944	13	19	12	1	-18	29	1	38	10
B	32	73	604	944	15	19	15	0	-18	29	1	38	10
B	32	74	623	944	14	24	12	-1	-23	29	1	38	10
B	32	75	641	944	17	19	19	1	-18	29	1	38	10
B	32	76	662	944	19	19	17	-1	-18	29	1	38	10
B	32	77	685	944	27	19	26	-1	-18	29	1	38	10
B	32	78	716	944	18	19	16	-1	-18	29	1	38	10
B	32	79	738	944	19	26	17	-1	-18	29	1	38	10
B	32	7A	761	944	16	19	15	0	-18	29	1	38	10
B	32	7B	781	944	11	33	11	0	-26	29	1	38	10
B	32	7C	796	944	5	38	9	2	-28	29	1	38	10
B	32	7D	805	944	11	33	11	0	-26	29	1	38	10
B	32	7E	820	944	18	8	18	0	-16	29	1	38	10
B	32	2039	842	944	9	16	10	0	-17	29	1	38	10
B	32	203A	855	944	10	16	10	0	-17	29	1	38	10
B	32	4E00	869	944	32	5	32	0	-15	29	1	38	10
B	32	4E09	905	944	30	27	32	1	-25	29	1	38	10
B	32	4E66	939	944	32	34	32	0	-29	29	1	38	10
B	32	4E8C	975	944	32	25	32	0	-24	29	1	38	10
B	32	4E94	1011	944	32	28	32	0	-25	29	1	38	10
B	32	4ECA	1047	944	32	34	32	0	-29	29	1	38	10
B	32	516D	1083	944	32	32	32	0	-28	29	1	38	10
B	32	5171	1119	944	32	33	32	0	-28	29	1	38	10
B	32	5206	1155	944	32	33	32	0	-28	29	1	38	10
B	32	524D	1191	944	32	34	32	0	-29	29	1	38	10
B	32	5468	1227	944	30	32	32	0	-27	29	1	38	10
B	32	56DB	1261	944	30	29	32	1	-26	29	1	38	10
B	32	56F4	1295	944	30	31	32	1	-27	29	1	38	10
B	32	5747	1329	944	31	34	32	0	-29	29	1	38	10
B	32	591A	1364	944	31	34	32	1	-29	29	1	38	10
B	32	5929	1399	944	32	31	32	0	-26	29	1	38	10
B	32	5C0F	1435	944	33	33	32	0	-28	29	1	38	10
B	32	5E74	1472	944	32	34	32	0	-29	29	1	38	10
B	32	5F53	1508	944	28	34	32	2	-29	29	1	38	10
B	32	5F55	1540	944	31	32	32	1	-27	29	1	38	10
B	32	603B	1575	944	32	33	32	0	-29	29	1	38	10
B	32	60C5	1611	944	33	34	32	-1	-29	29	1	38	10
B	32	6309	1648	944	32	34	32	0	-29	29	1	38	10
B	32	6570	1684	944	33	34	32	0	-29	29	1	38	10
B	32	65E0	1721	944	32	31	32	0	-26	29	1	38	10
B	32	65E5	1757	944	24	30	32	4	-26	29	1	38	10
B	32	65F6	1785	944	31	32	32	1	-28	29	1	38	10
B	32	660E	1820	944	30	32	32	1	-27	29	1	38	10
B	32	661F	1854	944	31	31	32	0	-27	29	1	38	10
B	32	6682	1889	944	32	34	32	0	-29	29	1	38	10
B	32	6700	1925	944	32	31	32	0	-27	29	1	38	10
B	32	6708	1961	944	29	32	32	-1	-27	29	1	38	10
B	32	671F	1994	944	31	33	32	0	-28	29	1	38	10
B	32	672C	4	986	32	34	32	0	-29	29	1	38	10
B	32	6EE1	40	986	32	34	32	0	-29	29	1	38	10
B	32	7684	76	986	30	34	32	1	-29	29	1	38	10
B	32	79D2	110	986	33	34	32	-1	-29	29	1	38	10
B	32	7B2C	147	986	32	34	32	0	-29	29	1	38	10
B	32	7C4D	183	986	32	34	32	0	-29	29	1	38	10
B	32	7EC6	219	986	31	33	32	0	-29	29	1	38	10
B	32	8303	254	986	32	33	32	0	-29	29	1	38	10
B	32	8BB0	290	986	32	32	32	0	-28	29	1	38	10
B	32	8BE6	326	986	32	34	32	0	-29	29	1	38	10
B	32	8BFB	362	986	32	34	32	0	-29	29	1	38	10
B	32	8FD1	398	986	32	33	32	0	-29	29	1	38	10
B	32	949F	434	986	31	34	32	0	-29	29	1	38	10
B	32	957F	469	986	32	33	32	0	-29	29	1	38	10
B	32	9605	505	986	30	33	32	1	-28	29	1	38	10
B	32	9875	539	986	31	32	32	0	-27	29	1	38	10
B	32	FF0C	574	986	9	13	32	3	-8	29	1	38	10
R	34	20	587	986	1	1	8	0	0	31	0	40	10
R	34	21	592	986	5	26	11	3	-26	31	1	40	10
R	34	22	601	986	11	10	16	3	-26	31	1	40	10
R	34	23	616	986	17	25	19	1	-25	31	1	40	10
R	34	24	637	986	15	33	19	2	-29	31	1	40	10
R	34	25	656	986	29	25	31	1	-25	31	1	40	10
R	34	26	689	986	22	25	23	1	-25	31	1	40	10
R	34	27	715	986	4	10	9	3	-26	31	1	40	10
R	34	28	723	986	7	35	11	3	-28	31	1	40	10
R	34	29	734	986	8	35	11	1	-28	31	1	40	10
R	34	2A	746	986	12	12	16	2	-28	31	1	40	10
R	34	2B	762	986	17	18	19	1	-22	31	1	40	10
R	34	2C	783	986	7	12	9	1	-5	31	1	40	10
R	34	2D	794	986	10	3	12	1	-11	31	1	40	10
R	34	2E	808	986	5	5	9	2	-5	31	1	40	10
R	34	2F	817	986	13	34	13	0	-27	31	1	40	10
R	34	30	834	986	17	25	19	1	-25	31	1	40	10
R	34	31	855	986	15	25	19	2	-25	31	1	40	10
R	34	32	874	986	17	25	19	1	-25	31	1	40	10
R	34	33	895	986	16	25	19	1	-25	31	1	40	10
R	34	34	915	986	18	25	19	0	-25	31	1	40	10
R	34	35	937	986	18	25	19	0	-25	31	1	40	10
R	34	36	959	986	17	25	19	1	-25	31	1	40	10
R	34	37	980	986	17	25	19	1	-25	31	1	40	10
R	34	38	1001	986	17	25	19	1	-25	31	1	40	10
R	34	39	1022	986	17	25	19	1	-25	31	1	40	10
R	34	3A	1043	986	5	19	9	2	-19	31	1	40	10
R	34	3B	1052	986	7	25	9	1	-18	31	1	40	10
R	34	3C	1063	986	17	16	19	1	-21	31	1	40	10
R	34	3D	1084	986	17	11	19	1	-18	31	1	40	10
